188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
188 23 59 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 0 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 128
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 1 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 2 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 3 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 127
189 0 4 191 151 126
189 0 4 191 151 126
189 0 4 191 151 126
189 0 4 191 151 126
189 0 4 191 151 126
189 0 4 191 151 126
189 0 4 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 5 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
189 0 6 191 151 126
